Predictor variable,Categorical,Sample average
0,false,13.207518073245268
1,false,12.033339720989062
10,false,132.1665805785124
11,false,51.59400826446281
12,false,33.51773594356766
13,false,363.15340909090907
14,false,176.99664256198346
15,false,254.2293388429752
16,false,275.6438533057851
2,false,37.04180300087968
3,false,773.120627087995
4,false,29.216388295997273
5,false,-4.055329379178518
6,false,33.27171767964836
7,false,22.57987643618229
8,false,3.5511803300371767
9,false,1061.456611570248
